ENSMUST00000103516.1	ENSMUSG00000094652.2
ENSMUST00000195417.1	ENSMUSG00000095859.2
ENSMUST00000103517.1	ENSMUSG00000095859.2
ENSMUST00000180013.2	ENSMUSG00000095565.2
ENSMUST00000191801.1	ENSMUSG00000102888.1
ENSMUST00000195469.5	ENSMUSG00000095416.6
ENSMUST00000109711.3	ENSMUSG00000095416.6
ENSMUST00000103500.1	ENSMUSG00000095416.6
ENSMUST00000103468.2	ENSMUSG00000096108.2
ENSMUST00000192591.1	ENSMUSG00000104452.1
ENSMUST00000103529.3	ENSMUSG00000095889.1
ENSMUST00000195359.5	ENSMUSG00000095197.6
ENSMUST00000103530.2	ENSMUSG00000095197.6
ENSMUST00000199933.4	ENSMUSG00000094502.5
ENSMUST00000103539.2	ENSMUSG00000094502.5
ENSMUST00000103461.4	ENSMUSG00000076652.4
ENSMUST00000103469.3	ENSMUSG00000095642.3
ENSMUST00000199373.1	ENSMUSG00000096326.2
ENSMUST00000163670.1	ENSMUSG00000096326.2
ENSMUST00000196991.1	ENSMUSG00000095127.2
ENSMUST00000103549.1	ENSMUSG00000095127.2
ENSMUST00000195641.1	ENSMUSG00000076661.2
ENSMUST00000103470.1	ENSMUSG00000076661.2
ENSMUST00000103464.2	ENSMUSG00000076655.2
ENSMUST00000103526.2	ENSMUSG00000095589.2
ENSMUST00000103400.2	ENSMUSG00000095335.2
ENSMUST00000103368.2	ENSMUSG00000094433.2
ENSMUST00000103310.2	ENSMUSG00000094345.2
ENSMUST00000103359.2	ENSMUSG00000096833.2
ENSMUST00000198328.1	ENSMUSG00000095753.2
ENSMUST00000166380.1	ENSMUSG00000095753.2
ENSMUST00000196863.1	ENSMUSG00000098814.2
ENSMUST00000183936.1	ENSMUSG00000098814.2
ENSMUST00000103332.1	ENSMUSG00000076531.1
ENSMUST00000103474.4	ENSMUSG00000076665.4
ENSMUST00000179657.1	ENSMUSG00000096670.1
ENSMUST00000103348.2	ENSMUSG00000076547.2
ENSMUST00000103357.3	ENSMUSG00000076556.3
ENSMUST00000197272.1	ENSMUSG00000076580.3
ENSMUST00000103381.2	ENSMUSG00000076580.3
ENSMUST00000103394.1	ENSMUSG00000096844.1
ENSMUST00000198756.1	ENSMUSG00000105630.1
ENSMUST00000103369.1	ENSMUSG00000095007.1
ENSMUST00000195706.1	ENSMUSG00000076666.2
ENSMUST00000103475.1	ENSMUSG00000076666.2
ENSMUST00000199143.4	ENSMUSG00000076534.6
ENSMUST00000103335.2	ENSMUSG00000076534.6
ENSMUST00000103339.1	ENSMUSG00000076538.1
ENSMUST00000103531.3	ENSMUSG00000094087.1
ENSMUST00000103544.2	ENSMUSG00000096020.2
ENSMUST00000197406.4	ENSMUSG00000095737.5
ENSMUST00000103311.2	ENSMUSG00000095737.5
ENSMUST00000195124.5	ENSMUSG00000076672.7
ENSMUST00000103481.2	ENSMUSG00000076672.7
ENSMUST00000196690.1	ENSMUSG00000096577.2
ENSMUST00000166645.1	ENSMUSG00000096577.2
ENSMUST00000103532.2	ENSMUSG00000096767.2
ENSMUST00000198184.1	ENSMUSG00000076594.2
ENSMUST00000103395.1	ENSMUSG00000076594.2
ENSMUST00000197803.1	ENSMUSG00000095117.2
ENSMUST00000103533.1	ENSMUSG00000095117.2
ENSMUST00000103341.3	ENSMUSG00000076540.3
ENSMUST00000103349.1	ENSMUSG00000076548.1
ENSMUST00000103536.3	ENSMUSG00000095170.2
ENSMUST00000103396.1	ENSMUSG00000094117.1
ENSMUST00000103322.2	ENSMUSG00000105606.1
ENSMUST00000103541.2	ENSMUSG00000096074.2
ENSMUST00000103534.1	ENSMUSG00000096672.1
ENSMUST00000197448.1	ENSMUSG00000095633.2
ENSMUST00000103355.2	ENSMUSG00000095633.2
ENSMUST00000103547.1	ENSMUSG00000094075.1
ENSMUST00000103493.2	ENSMUSG00000095442.1
ENSMUST00000103447.1	ENSMUSG00000095866.1
ENSMUST00000103382.1	ENSMUSG00000076581.1
ENSMUST00000103535.2	ENSMUSG00000094088.2
ENSMUST00000103451.4	ENSMUSG00000096638.2
ENSMUST00000197560.1	ENSMUSG00000076598.3
ENSMUST00000103399.2	ENSMUSG00000076598.3
ENSMUST00000103503.3	ENSMUSG00000102313.1
ENSMUST00000171270.1	ENSMUSG00000102313.1
ENSMUST00000103342.3	ENSMUSG00000076541.3
ENSMUST00000103317.2	ENSMUSG00000094335.2
ENSMUST00000197290.1	ENSMUSG00000076569.3
ENSMUST00000103370.2	ENSMUSG00000076569.3
ENSMUST00000193652.1	ENSMUSG00000094194.2
ENSMUST00000103458.2	ENSMUSG00000094194.2
ENSMUST00000178229.2	ENSMUSG00000094164.2
ENSMUST00000103746.2	ENSMUSG00000076934.2
ENSMUST00000198735.1	ENSMUSG00000094902.2
ENSMUST00000103329.2	ENSMUSG00000094902.2
ENSMUST00000197371.1	ENSMUSG00000076578.3
ENSMUST00000103379.2	ENSMUSG00000076578.3
ENSMUST00000191803.1	ENSMUSG00000096499.2
ENSMUST00000103494.1	ENSMUSG00000096499.2
ENSMUST00000103466.1	ENSMUSG00000094533.1
ENSMUST00000103383.2	ENSMUSG00000094930.2
ENSMUST00000200406.1	ENSMUSG00000106403.1
ENSMUST00000103387.2	ENSMUSG00000076586.2
ENSMUST00000103330.1	ENSMUSG00000096490.1
ENSMUST00000103512.2	ENSMUSG00000093955.2
ENSMUST00000164041.2	ENSMUSG00000076733.2
ENSMUST00000103542.1	ENSMUSG00000076733.2
ENSMUST00000194159.1	ENSMUSG00000094322.2
ENSMUST00000103482.1	ENSMUSG00000094322.2
ENSMUST00000197537.1	ENSMUSG00000093896.2
ENSMUST00000169155.1	ENSMUSG00000093896.2
ENSMUST00000195884.1	ENSMUSG00000096805.2
ENSMUST00000103471.1	ENSMUSG00000096805.2
ENSMUST00000195468.5	ENSMUSG00000076633.7
ENSMUST00000103442.2	ENSMUSG00000076633.7
ENSMUST00000103548.2	ENSMUSG00000094689.1
ENSMUST00000194071.1	ENSMUSG00000094862.2
ENSMUST00000103527.1	ENSMUSG00000094862.2
ENSMUST00000191918.1	ENSMUSG00000094174.2
ENSMUST00000177949.1	ENSMUSG00000094174.2
ENSMUST00000103443.2	ENSMUSG00000096464.2
ENSMUST00000193936.1	ENSMUSG00000096407.2
ENSMUST00000179796.1	ENSMUSG00000096407.2
ENSMUST00000103324.2	ENSMUSG00000076523.2
ENSMUST00000103398.1	ENSMUSG00000095338.1
ENSMUST00000103446.1	ENSMUSG00000094951.1
ENSMUST00000103384.1	ENSMUSG00000076583.1
ENSMUST00000103489.1	ENSMUSG00000076680.1
ENSMUST00000103472.3	ENSMUSG00000094102.1
ENSMUST00000103364.2	ENSMUSG00000076563.2
ENSMUST00000103450.3	ENSMUSG00000095429.1
ENSMUST00000199510.4	ENSMUSG00000096515.5
ENSMUST00000103325.2	ENSMUSG00000096515.5
ENSMUST00000168090.2	ENSMUSG00000076525.3
ENSMUST00000103326.2	ENSMUSG00000076525.3
ENSMUST00000103343.3	ENSMUSG00000094315.2
ENSMUST00000103501.2	ENSMUSG00000095554.2
ENSMUST00000103388.3	ENSMUSG00000076587.3
ENSMUST00000191862.5	ENSMUSG00000094051.6
ENSMUST00000103513.2	ENSMUSG00000094051.6
ENSMUST00000103467.1	ENSMUSG00000095583.1
